"ID","Region","Regulated Dam","Primary Purpose","Primary Type","Years Modified","Spillway","Hazard","Assessment","Height (m)","Length (km)","Volume (m3)","Year Completed","Surface (km2)","Drainage (km2)","Last Inspection Date","Inspection Frequency","Distance to Nearest City (km)","Assessment Date","Probability of Failure","Loss given failure - prop (Qm)","Loss given failure - liab (Qm)","Loss given failure - BI (Qm)"
"SOAD06606","Navaldia","Yes","Flood Risk Reduction","Earth","2011H","Uncontrolled","Significant","Satisfactory",9.137,0.067,0,1952,0.28959,2.66329,2018-10-19,2,5.02,2022-05-23,0.1135,217.4,441.6,23.5
"SOAD09548","Navaldia","Yes","Recreation","Concrete","2004;2009H","Uncontrolled","High","Satisfactory",4.184,0.03,1671,1930,0.01773,2.66329,2021-09-27,5,3.11,2022-03-17,0.0648,39.9,900.3,1.4
"SOAD10931","Navaldia","Yes","Water Supply","Earth","2006S","Uncontrolled","High","Poor",8.504,0.055,0,1915,0.01773,10.65316,2020-10-14,1,1.69,2021-02-10,0.1244,41.7,670.2,16.5
"SOAD11393","Navaldia","Yes","Flood Risk Reduction","Earth","2002S","Uncontrolled","High","Fair",6.931,0.09,0,1948,0,0,2020-02-13,5,0.16,2021-04-01,0.0739,5.1,128.3,4.3
"SOAD16190","Lyndrassia","Yes","Flood Risk Reduction","Earth","2011","Uncontrolled","High","Satisfactory",19.243,0.053,39563,1970,0.00394,0,2020-06-24,3,0.1,2012-08-27,0.0811,26.7,137,4.3
"SOAD16710","Navaldia","Yes","Recreation","Stone","2002S","Uncontrolled","High","Fair",8.023,0.05,47847,1886,0.06501,47.93922,2021-01-05,1,0,2020-11-04,0.0816,22.7,612.4,7.2
"SOAD19959","Navaldia","Yes","Recreation","Earth","2004H;2004S","Uncontrolled","Significant","Fair",5.04,0.083,18668,1988,0.27186,2.66329,2017-09-21,2,9.36,2022-05-31,0.1325,124.5,308.9,3.9
"SOAD00463","Navaldia","Yes","Flood Risk Reduction","Earth","2022S","Uncontrolled","Significant","Fair",3.213,0.028,4160,1916,0.66586,2.66329,2016-10-07,2,27.71,2020-08-18,0.1296,78.2,288.6,8.5
"SOAD01251","Navaldia","Yes","Flood Risk Reduction","Concrete","2003H","Uncontrolled","Significant","Fair",5.496,0.167,11895,1995,0,0,2018-10-19,2,0.8,2019-09-03,0.1507,19.3,311.1,32.8
"SOAD01374","Navaldia","Yes","Flood Risk Reduction","Earth","2003H","Uncontrolled","Significant","Fair",3.889,0.117,21433,1912,0.25216,0,2017-10-25,2,10.09,2013-09-24,0.1215,451.1,348.9,3.4
"SOAD03552","Navaldia","Yes","Recreation","Earth","2016H","Uncontrolled","Significant","Poor",4.689,0.07,5000,1982,0.01576,5.32658,2017-09-08,2,68.99,2014-06-18,0.137,18.6,32.5,6.1
"SOAD05302","Navaldia","Yes","Recreation","Earth","2008S;2013S","Uncontrolled","Significant","Not Rated",6.739,0.073,4000,1986,0.01773,0,2016-10-19,5,7.18,2021-10-19,0.1423,27,135.5,7.5
"SOAD06430","Navaldia","Yes","Other","Earth","2014S","Uncontrolled","Significant","Not Rated",6.183,1.2,121280,1953,0.67571,0,2018-08-08,2,1.69,2022-05-23,0.1592,342.4,186.7,44.7
"SOAD08078","Navaldia","Yes","Flood Risk Reduction","Earth","2011H","Uncontrolled","Significant","Not Rated",6.5,0.2,83625,1986,0.48462,13.31645,2018-08-09,2,10.91,2023-09-29,0.1676,188.6,94,5.2
"SOAD08735","Lyndrassia","No","Recreation","Earth","1987","Uncontrolled","High","Poor",17.885,0.14,0,2020,0.07486,868.23254,2021-04-19,1,0,2019-10-11,0.1245,46.5,512.9,44.6
"SOAD08991","Navaldia","Yes","Flood Risk Reduction","Earth","2011H","Uncontrolled","Significant","Poor",4.186,0.133,7243,1996,0.70132,2.66329,2019-03-26,2,3.3,2019-06-20,0.1478,460,314.3,6.6
"SOAD10981","Navaldia","Yes","Flood Risk Reduction","Earth","1982H;2015S","Uncontrolled","High","Fair",5.126,0.092,6628,1995,0.01182,0,2021-08-09,5,0,2021-12-09,0.0956,15.6,865.9,46.9
"SOAD14049","Lyndrassia","Yes","Recreation","Earth","1950","Uncontrolled","Significant","Satisfactory",6.984,0.127,11743,1963,0.48462,69.24554,2022-06-07,1,71.71,2015-08-31,0.1273,249.2,191.3,4.9
"SOAD14340","Navaldia","Yes","Flood Risk Reduction","Earth","1982H;2015S","Uncontrolled","High","Fair",4.179,0.092,33186.22,1983,0.01182,0,2021-08-09,5,28.62,2021-12-09,0.1023,17.7,866.7,54.1
"SOAD16126","Lyndrassia","No","Recreation","Earth","2009S","Uncontrolled","High","Not Rated",6.16,0.118,0,1990,0.00788,727.07817,1997-06-05,0,1.66,2014-06-18,0.0874,17,667.1,7.3
"SOAD18953","Navaldia","Yes","Flood Risk Reduction","Earth","2002S","Uncontrolled","High","Fair",3.234,0.183,0,1930,0.02167,7.98987,2022-10-03,5,4.88,2023-02-16,0.0887,6.4,827.7,9.3
"SOAD01088","Lyndrassia","No","Recreation","Earth","2005","Uncontrolled","High","Not Rated",7.251,0.123,0,1953,0.00788,266.329,1980-10-30,0,8.14,2014-06-18,0.107,30.9,199.1,38
"SOAD02260","Navaldia","Yes","Other","Earth","2003H","Uncontrolled","Significant","Fair",3.844,0.053,13233,1980,0.06107,7.98987,2022-08-11,5,1.69,2023-02-16,0.1067,26.3,473.8,4.9
"SOAD02426","Navaldia","Yes","Flood Risk Reduction","Earth","2017O","Uncontrolled","Significant","Fair",5.107,0.06,24908,2003,0.00788,0,2022-06-02,5,61.05,2023-04-12,0.0978,7,106.8,5.4
"SOAD03198","Navaldia","Yes","Recreation","Earth","2002F","Uncontrolled","High","Fair",7.737,0.087,0,1886,0.01379,2.66329,2019-12-05,1,0,2020-10-06,0.0935,16.7,579.3,6.7
"SOAD03788","Flumevale","Yes","Recreation","Earth","2006H;2006M;2006S","Uncontrolled","Significant","Satisfactory",2.778,0.1,698,1933,0.01773,7.98987,2022-08-24,2,0,2022-08-24,0.1303,43.8,343.5,5.8
"SOAD08315","Navaldia","Yes","Flood Risk Reduction","Earth","1971H","Uncontrolled","Significant","Not Rated",5.768,0.033,5280,2001,0.00394,2.66329,2019-05-24,2,28.14,2017-05-15,0.1646,15.1,465.8,32.6
"SOAD14643","Navaldia","Yes","Flood Risk Reduction","Earth","2005O","Uncontrolled","High","Not Rated",2.899,0,0,1930,0,0,2018-01-30,5,2.96,2023-01-30,0.0697,11,943.9,9.1
"SOAD15493","Navaldia","Yes","Recreation","Earth","2017S","Uncontrolled","Significant","Fair",7.259,0.05,3160,1959,0.00788,2.66329,2017-11-17,2,21.45,2014-11-17,0.1287,25.8,384,8.9
"SOAD15721","Navaldia","Yes","Recreation","Earth","2016H","Uncontrolled","Significant","Unsatisfactory",3.34,0.092,18050,1907,0.02167,2.66329,2018-08-28,2,8.22,2014-06-18,0.166,47.1,308.9,7.5
"SOAD16484","Navaldia","Yes","Flood Risk Reduction","Earth","2005H","Uncontrolled","Significant","Fair",1.775,0.25,0,1990,0.00788,0,2019-03-26,2,9.75,2019-09-03,0.1485,15.2,259.5,39.8
"SOAD17280","Navaldia","Yes","Flood Risk Reduction","Earth","2011H","Uncontrolled","Significant","Fair",5.731,0.157,9500,1988,0.00788,2.66329,2015-11-17,2,27.69,2017-02-20,0.1396,33.6,463.7,5.7
"SOAD17404","Navaldia","Yes","Recreation","Earth","2016H","Uncontrolled","Significant","Poor",7.149,0.103,190500,1992,0.36445,0,2019-03-26,2,3.12,2018-06-20,0.153,369,339.1,5.3
"SOAD18309","Navaldia","Yes","Recreation","Earth","2015S","Uncontrolled","High","Fair",15.943,0.08,60334,1934,0.00394,2.66329,2019-11-25,1,0,2017-09-01,0.0991,15,927.6,8.2
"SOAD20514","Navaldia","Yes","Recreation","Concrete","2005H;2005S","Uncontrolled","Significant","Satisfactory",4.016,0.027,12353,1970,0.01379,7.98987,2018-08-08,2,1.69,2023-05-08,0.1239,36,167.3,7.8
"SOAD01103","Navaldia","Yes","Recreation","Earth","2005S","Uncontrolled","High","Fair",9.308,0.119,21280,1955,0.00591,0,2023-05-31,5,4.75,2023-08-28,0.0597,20.6,382,8.1
"SOAD05612","Navaldia","Yes","Recreation","Earth","2016H","Uncontrolled","High","Not Rated",8.192,0.117,19500,1955,0.01576,0,2017-05-03,5,3.2,2022-05-03,0.103,31.9,884.7,20
"SOAD06989","Navaldia","Yes","Flood Risk Reduction","Earth","1982H;2015S","Uncontrolled","High","Fair",9.677,0.117,10214,1934,0,2.66329,2020-02-12,5,0.16,2020-08-28,0.0813,32,224.1,45.9
"SOAD07069","Navaldia","Yes","Other","Earth","2014H","Uncontrolled","Significant","Fair",11.062,0.058,11771,1982,0.00394,0,2017-11-15,2,15.83,2019-08-16,0.1318,27.8,452.5,11
"SOAD08746","Flumevale","Yes","Flood Risk Reduction","Earth","1985S","Uncontrolled","High","Fair",13.48,0.12,8900,2005,0.00788,0,2020-09-17,1,0,2020-09-17,0.0965,8.6,531.1,4.7
"SOAD08992","Lyndrassia","No","Recreation","Earth","2008","Uncontrolled","High","Not Rated",7.043,0.133,0,1991,0.00788,1129.23496,1994-01-01,0,0,2014-06-18,0.0973,40.6,890.8,7.1
"SOAD10319","Navaldia","No","Fire Protection, Stock, Or Small Fish Pond","Earth","1983S","Uncontrolled","Significant","Not Rated",4.331,0.167,3000,1990,0.01379,0,2011-03-23,5,11.65,2016-03-23,0.0986,18.5,176.5,41.5
"SOAD10791","Navaldia","Yes","Flood Risk Reduction","Earth","1978H","Uncontrolled","High","Fair",4.832,0.09,24908,2017,0.01379,0,2021-08-09,5,8.43,2021-12-09,0.0869,12.8,818.5,6.8
"SOAD13594","Navaldia","Yes","Flood Risk Reduction","Earth","2014S","Uncontrolled","High","Poor",5.431,0.067,0,1959,0.65207,2.66329,2021-01-29,1,22.38,2014-06-18,0.1252,496.4,707.3,3.7
"SOAD13834","Navaldia","No","Recreation","Earth","2000O","Uncontrolled","Significant","Not Rated",4.727,0.15,2911,1951,0.01379,0,2014-05-06,2,2.3,2019-05-06,0.1706,30.1,307.9,4.3
"SOAD17371","Navaldia","Yes","Recreation","Arch","2007S","Uncontrolled","Significant","Fair",5.356,0.037,0,1927,0.03349,13.31645,2017-06-29,2,9.69,2021-02-10,0.1163,33.9,252.4,5.4
"SOAD00525","Lyndrassia","Yes","Recreation","Earth","1995","Uncontrolled","High","Satisfactory",21.487,0.077,35000,1995,0.01576,0,2020-08-05,2,0,2007-12-21,0.0843,5.5,925.7,5.2
"SOAD02236","Navaldia","Yes","Debris Control","Earth","2014O","Uncontrolled","High","Satisfactory",10.437,0.133,0,1959,3.24262,7.98987,2020-09-02,1,13.05,2021-12-03,0.1016,721.2,807.1,5.6
"SOAD03922","Navaldia","Yes","Water Supply","Buttress","2005S","Uncontrolled","Significant","Not Rated",3.958,0.047,3000,1976,0.02955,13.31645,2016-12-19,5,0.16,2021-12-19,0.1305,14.5,311.2,48.5
"SOAD04924","Navaldia","Yes","Recreation","Earth","2005H;2005S","Uncontrolled","Significant","Satisfactory",6.356,0.093,16336,2003,0.00788,0,2022-06-02,5,1.67,2023-04-12,0.1111,32.5,436.1,47
"SOAD11043","Lyndrassia","No","Recreation","Earth","1983S","Uncontrolled","Significant","Not Rated",7.922,0.275,0,1990,0.00788,85.22528,1998-03-25,0,0,2014-06-18,0.1553,12.3,347.8,3.7
"SOAD11226","Navaldia","Yes","Flood Risk Reduction","Earth","2011H","Uncontrolled","Significant","Satisfactory",6.142,0.09,12630,1988,0.63434,2.66329,2019-07-19,2,33.64,2022-06-22,0.1185,336.9,192.2,14.9
"SOAD14453","Navaldia","No","Recreation","Earth","1989O","Uncontrolled","Significant","Not Rated",3.548,0.133,22.63,1968,0.02561,0,2015-03-10,2,32.87,2020-03-10,0.1422,21.4,70.1,8.2
"SOAD15938","Navaldia","No","Recreation","Earth","1989O","Uncontrolled","Significant","Not Rated",3.964,0.05,2687,1970,0.01182,0,2010-07-21,2,16.12,2015-07-21,0.1387,45,431.7,8.3
"SOAD18293","Navaldia","Yes","Irrigation","Earth","2002F","Uncontrolled","High","Fair",4.836,0.158,42000,1987,0.01379,2.66329,2021-03-25,1,0,2020-09-17,0.1046,10.7,613.5,18.3
"SOAD20623","Lyndrassia","No","Recreation","Earth","1987","Uncontrolled","High","Not Rated",7.612,0.067,0,1990,0.00788,1251.7463,2001-10-03,0,0,2014-06-18,0.1459,19.4,317.7,7.1
"SOAD01060","Navaldia","Yes","Recreation","Earth","2015S","Uncontrolled","High","Fair",4.802,0.1,0,1980,0.02167,2.66329,2019-09-27,5,0,2020-05-29,0.0752,9.6,915.9,6.2
"SOAD02990","Navaldia","Yes","Flood Risk Reduction","Earth","2018O","Uncontrolled","High","Fair",7.524,0.047,0,1989,38.44652,2.66329,2021-03-05,1,1.54,2022-07-07,0.1191,918,861.2,50.1
"SOAD07856","Lyndrassia","Yes","Flood Risk Reduction","Earth","1991","Uncontrolled","High","Satisfactory",14.225,0.117,45000,1992,0.01576,0,2021-06-02,3,0,2007-12-21,0.0924,42.4,216.5,21.2
"SOAD08929","Navaldia","Yes","Recreation","Earth","2003H","Uncontrolled","Significant","Fair",2.789,0.093,18877,1954,0.03349,23.96961,2019-10-18,2,6.48,2021-06-15,0.1218,15.8,372.5,6.3
"SOAD10234","Flumevale","Yes","Water Supply","Earth","2016","Uncontrolled","Significant","Satisfactory",7.349,0.06,6214,2007,0.00788,0,2021-09-28,2,3.35,2021-09-28,0.1222,33.1,879.3,54.1
"SOAD12835","Flumevale","Yes","Water Supply","Earth","2011H","Uncontrolled","Significant","Satisfactory",7.45,0.093,7400,1964,0.00788,0,2021-05-05,2,4.63,2021-05-05,0.1031,39.9,162.8,46.6
"SOAD14502","Navaldia","Yes","Recreation","Earth","2005H;2005S","Uncontrolled","Significant","Satisfactory",3.413,0.05,13000,2005,0.01182,2.66329,2021-03-12,2,29.22,2022-07-27,0.1276,28.6,397.8,4.5
"SOAD14830","Navaldia","Yes","Recreation","Earth","2016H","Uncontrolled","Significant","Poor",3.355,0.133,16457,1982,0.01576,5.32658,2020-03-10,2,7.95,2020-02-28,0.1463,27.5,271.9,3.4
"SOAD16585","Navaldia","Yes","Flood Risk Reduction","Earth","2015H","Uncontrolled","High","Fair",4.415,0.127,3400,1966,0.02167,2.66329,2020-10-29,5,0,2014-06-18,0.0828,15.2,796.2,3.2
"SOAD18689","Navaldia","Yes","Flood Risk Reduction","Earth","2003H","Uncontrolled","Significant","Fair",4.56,0.197,19854,2005,0.26989,2.66329,2019-04-25,2,3.31,2019-06-20,0.155,66,247.2,4.5
"SOAD19237","Navaldia","Yes","Recreation","Earth","2003H","Uncontrolled","Significant","Fair",3.434,0.035,49333,2000,0.00788,119.84805,2018-10-18,5,16.91,2019-09-03,0.1319,43.3,340,33.3
"SOAD04037","Navaldia","Yes","Flood Risk Reduction","Earth","2012H","Uncontrolled","High","Satisfactory",4.026,0.1,10544,1993,0.01576,0,2018-10-19,5,0,2019-08-22,0.0608,43.4,124.7,9.1
"SOAD05573","Navaldia","Yes","Flood Risk Reduction","Earth","2014S","Uncontrolled","High","Satisfactory",8.4,0.068,50000,1986,21.21493,2.66329,2020-11-04,1,0,2017-09-01,0.0839,779,840.8,3.6
"SOAD06120","Navaldia","No","Recreation","Earth","1989O","Uncontrolled","Significant","Not Rated",6.792,0.105,24086,1890,0.01379,90.55186,2015-06-03,2,50.8,2020-06-03,0.1704,19.3,39,9.2
"SOAD13066","Navaldia","Yes","Flood Risk Reduction","Earth","2011O","Uncontrolled","High","Fair",3.844,0.453,19793,1955,0.01773,0,2019-02-26,5,19.89,2020-02-12,0.1005,19.8,694.2,11.8
"SOAD15736","Navaldia","Yes","Recreation","Earth","2016H","Uncontrolled","Significant","Poor",8.337,0.072,0,1914,0.01576,2.66329,2017-11-17,2,34.83,2014-06-18,0.1459,35.9,92.3,8.5
"SOAD20087","Navaldia","Yes","Flood Risk Reduction","Earth","2011H","Uncontrolled","Significant","Fair",8.197,0.098,3000,1973,0.00985,2.66329,2018-10-19,2,10.81,2022-09-22,0.1534,43.3,397,5.1
"SOAD00195","Navaldia","Yes","Recreation","Earth","2013H","Uncontrolled","High","Unsatisfactory",6.562,0.098,6549,1966,0.02364,2.66329,2020-10-29,2,0.16,2022-05-23,0.1339,42.9,626.6,6.6
"SOAD00368","Navaldia","Yes","Flood Risk Reduction","Earth","2013O","Uncontrolled","High","Satisfactory",9.16,0.06,5000,1990,38.44652,2.66329,2019-12-31,1,0,2022-08-09,0.1008,849,693.6,80.5
"SOAD01805","Flumevale","No","Debris Control","Earth","2003","Uncontrolled","High","Not Available",24.241,0.167,0,1938,0.00788,13.31645,2022-05-18,5,0,2023-02-17,0.078,32.3,681.5,72.4
"SOAD03479","Navaldia","Yes","Recreation","Earth","1977H;1977S","Uncontrolled","Low","Not Rated",10.136,0.108,12370,1957,0.01773,2.66329,2016-06-01,5,36.23,2019-09-06,0.0332,8.4,19.5,8.8
"SOAD03755","Navaldia","Yes","Recreation","Earth","2005S","Uncontrolled","High","Poor",3.47,0.077,19125,1966,0.00591,5.32658,2023-03-16,2,0,2019-10-01,0.1284,11.7,706.5,4
"SOAD05175","Navaldia","Yes","Flood Risk Reduction","Earth","2011H","Uncontrolled","High","Satisfactory",3.762,0.127,0,2004,5.26187,2.66329,2020-10-16,1,1.54,2020-02-12,0.0764,905.6,853.3,3.2
"SOAD08505","Navaldia","Yes","Flood Risk Reduction","Earth","2022S","Uncontrolled","Significant","Fair",2.78,0.167,11334,1986,0.00788,5.32658,2019-04-11,2,0,2014-06-05,0.1426,30.8,57.2,9.2
"SOAD09636","Navaldia","Yes","Water Supply","Earth","2006O","Uncontrolled","High","Fair",10.192,0.063,13587,1926,0.00788,10.65316,2019-12-26,1,3.23,2021-08-27,0.1095,5.2,568.4,25.4
"SOAD10902","Navaldia","Yes","Recreation","Earth","2007S","Uncontrolled","Significant","Fair",5.346,0.08,0,1956,0.02167,2.66329,2019-02-26,2,2.3,2019-08-16,0.1572,9.1,273.8,4.7
"SOAD13575","Navaldia","Yes","Flood Risk Reduction","Earth","2018O","Uncontrolled","High","Fair",7.119,0.043,0,1986,8.85909,2.66329,2020-12-28,1,22.12,2021-08-26,0.0961,793.5,928.7,5.7
"SOAD13805","Flumevale","No","Fish and Wildlife Pond","Earth","1991S","Uncontrolled","Significant","Not Rated",4.377,0.058,2461,1934,0,0,2010-08-18,6,25.04,2014-06-18,0.1194,5,123.9,6.8
"SOAD14755","Navaldia","Yes","Other","Earth","2015H","Uncontrolled","Significant","Satisfactory",8.556,0.037,2738,1950,0.00394,0,2017-12-13,2,32.73,2021-02-10,0.1385,11.7,43.4,37.5
"SOAD15283","Navaldia","Yes","Recreation","Earth","2009S","Uncontrolled","High","Fair",7.514,0.067,15650,1931,0.01773,5.32658,2020-12-28,1,0,2017-09-01,0.1177,28.3,551.7,9.1
"SOAD15911","Navaldia","Yes","Recreation","Earth","2013S","Uncontrolled","Significant","Fair",4.349,0.115,0,1938,0.02364,2.66329,2020-09-23,2,20.9,2023-09-29,0.1379,34.5,314.4,4.2
"SOAD16757","Navaldia","Yes","Flood Risk Reduction","Earth","2007M","Uncontrolled","High","Fair",5.569,0.333,3738000,1940,0.49447,2.66329,2020-04-28,1,0.95,2020-07-22,0.0982,788,667.3,4.7
"SOAD17127","Navaldia","Yes","Flood Risk Reduction","Earth","2011H","Uncontrolled","Significant","Satisfactory",3.422,0.067,0,1999,0.4925,5.32658,2021-03-23,2,0,2017-04-20,0.1119,125.5,397.9,2.2
"SOAD00910","Navaldia","Yes","Recreation","Earth","2005S","Uncontrolled","High","Poor",3.985,0.158,3000,1938,0.02955,0,2019-05-28,2,3.22,2019-11-25,0.1359,35.3,511.3,3.7
"SOAD03137","Flumevale","Yes","Hydroelectric","Earth","2004","Uncontrolled","Low","Satisfactory",9.44,0.136,2602,1983,0.0197,1520.73859,2019-09-11,2,1.54,2023-04-11,0.0644,15,8.5,83.8
"SOAD03483","Lyndrassia","No","Grade Stabilization","Earth","2008","Uncontrolled","Low","Not Rated",11.399,0.071,7290,1993,0.05319,1251.7463,1995-09-26,0,74.85,2014-06-18,0.0772,18.7,10.5,8.1
"SOAD03983","Lyndrassia","Yes","Fire Protection, Stock, Or Small Fish Pond","Earth","2004","Uncontrolled","Low","Not Rated",9.229,0.043,0,1938,0,0,1993-05-03,0,10.07,2014-06-18,0.0782,19,334.5,52.3
"SOAD04257","Navaldia","No","Recreation","Earth","1983S","Uncontrolled","Significant","Not Rated",3.08,0.038,6913,1960,0.03349,0,2012-03-20,2,7.66,2014-06-18,0.1372,32.7,334.3,24.5
"SOAD05038","Navaldia","Yes","Recreation","Earth","2013S","Uncontrolled","Significant","Fair",3.49,0.017,21671.05,1961,0.04925,10.65316,2020-08-27,2,42.2,2022-09-13,0.1358,41.2,80.1,4
"SOAD06212","Lyndrassia","No","Fish and Wildlife Pond","Earth","2013","Uncontrolled","Low","Not Rated",9.247,0.133,2000,1965,0.00788,93.21515,1974-04-02,0,33.79,2014-06-18,0.0931,33,22.8,8.8
"SOAD06797","Navaldia","No","Recreation","Earth","2008O","Uncontrolled","Significant","Not Rated",0,0,0,1958,0.01576,0,2009-05-04,5,37.23,2014-06-18,0.1492,29.2,178.4,4.1
"SOAD06951","Lyndrassia","Yes","Flood Risk Reduction","Earth","1991","Uncontrolled","High","Satisfactory",15.695,0.117,0,1992,0.01773,0,2021-06-02,3,0,2007-12-21,0.0858,8.8,707.7,6.7
"SOAD07781","Navaldia","Yes","Recreation","Earth","2005;2007H","Uncontrolled","Significant","Not Rated",1.784,0.167,31540,2002,0.0197,2.66329,2017-10-10,2,0,2018-12-14,0.1246,20.6,261.4,7.7
"SOAD09660","Navaldia","Yes","Water Supply","Earth","2014S","Uncontrolled","Significant","Not Rated",6.302,0.293,42000,1993,0.01379,2.66329,2019-08-30,2,138.2,2014-06-18,0.1701,16.2,124.8,64.1
"SOAD10274","Navaldia","Yes","Recreation","Earth","2006S;2008H","Uncontrolled","Significant","Not Rated",5.35,0.4,152000,2002,0.02167,2.66329,2017-10-10,2,13.26,2018-05-16,0.1157,15.2,407.3,5.5
"SOAD11672","Navaldia","Yes","Flood Risk Reduction","Earth","2005O","Uncontrolled","High","Not Rated",7.312,0.133,27100,2006,0.01576,0,2018-08-07,5,43.7,2023-08-07,0.0969,46.5,867.3,8.6
"SOAD13606","Navaldia","Yes","Irrigation","Earth","2002F","Uncontrolled","High","Fair",7.459,0.117,0,1987,0.00788,2.66329,2021-03-25,1,3.06,2018-06-29,0.0957,21.6,665.9,7.3
"SOAD13959","Navaldia","Yes","Recreation","Earth","2004H;2004S","Uncontrolled","Significant","Fair",9.452,0.107,10000,1852,0.00788,2.66329,2019-06-14,2,18.55,2021-08-03,0.1285,43.1,290.6,6.8
"SOAD14676","Lyndrassia","No","Grade Stabilization","Earth","2013","Uncontrolled","Low","Not Available",11.913,0.074,6250,1997,0.00788,0,1968-01-01,0,101.95,2014-06-18,0.0921,31.9,96.9,67.4
"SOAD18509","Flumevale","Yes","Recreation","Earth","2016","Uncontrolled","Significant","Satisfactory",5.384,0.193,5919,1963,0.01576,0,2021-11-16,2,6.48,2021-11-16,0.1246,38.9,358.6,4.3
"SOAD19292","Navaldia","Yes","Flood Risk Reduction","Earth","2005O","Uncontrolled","High","Not Rated",8.455,0.075,63000,1984,0,2.66329,2023-05-02,2,0,2023-02-15,0.0811,26.3,360.7,4.3
"SOAD19595","Navaldia","Yes","Recreation","Earth","2011O","Uncontrolled","Significant","Satisfactory",3.887,0.167,22460,1986,0.02364,0,2019-09-27,2,13.15,2019-08-22,0.1495,29.5,406.3,3.3
"SOAD19983","Navaldia","Yes","Recreation","Earth","2000H;2000S","Uncontrolled","Significant","Not Rated",7.284,0.102,10544,1987,0.01576,0,2018-02-20,2,6.29,2014-06-05,0.1392,25.9,122.4,8.8
"SOAD20558","Flumevale","Yes","Recreation","Other","1965H;1965M;1965S","Uncontrolled","Significant","Fair",4.556,0.284,0,1940,0.02364,0,2022-03-24,2,0,2022-03-24,0.1407,13.2,108.1,8.7
"SOAD00944","Lyndrassia","No","Grade Stabilization","Earth","2013","Uncontrolled","Low","Not Rated",10.153,0.092,9558,1996,0.00788,234.36952,1996-03-25,0,4.84,2014-06-18,0.1034,35.8,9.9,6.5
"SOAD01763","Navaldia","Yes","Flood Risk Reduction","Earth","2010H","Uncontrolled","Significant","Fair",4.393,0.133,0,1982,0.2561,2.66329,2012-10-10,2,78.68,2015-06-22,0.1259,151.1,110.4,4.5
"SOAD02095","Navaldia","Yes","Recreation","Stone","2002H;2002S","Uncontrolled","Low","Not Rated",12.447,0.037,29111,1914,0.03349,5.32658,2019-05-20,5,40.39,2022-10-19,0.0513,5.2,14.5,9.4
"SOAD05098","Navaldia","Yes","Other","Earth","2014H","Uncontrolled","Significant","Satisfactory",17.434,0.055,7070,1982,0.00394,0,2017-11-15,2,17.81,2007-12-21,0.1137,32.5,116.2,22.7
"SOAD05797","Lyndrassia","No","Fish and Wildlife Pond","Earth","1985","Uncontrolled","Low","Not Rated",9.642,0.157,9450,1983,0.03152,873.55912,1991-05-20,0,141.25,2014-06-18,0.1136,12.4,19.3,9.2
"SOAD08010","Lyndrassia","No","Recreation","Earth","1987","Uncontrolled","High","Not Rated",7.31,0.15,0,1942,0.01773,1078.63245,1981-04-28,0,0,2014-06-18,0.1324,45.1,302.6,38.3
